1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. PARENT CO NAME,15. PARENT CO DB NUM,16. STANDARD PARENT CO NAME,17. FEDERAL FACILITY,18. INDUSTRY SECTOR CODE,19. INDUSTRY SECTOR,20. PRIMARY SIC,26. PRIMARY NAICS,27. NAICS 2,32. DOC_CTRL_NUM,33. CHEMICAL,34. ELEMENTAL METAL INCLUDED,35. CAS #/COMPOUND ID,36. SRS ID,37. CLEAN AIR ACT CHEMICAL,38. CLASSIFICATION,39. METAL,40. METAL CATEGORY,41. CARCINOGEN,42. FORM TYPE,43. UNIT OF MEASURE,44. 5.1 - FUGITIVE AIR,45. 5.2 - STACK AIR,46. 5.3 - WATER,47. 5.4 - UNDERGROUND,48. 5.4.1 - UNDERGROUND CL I,49. 5.4.2 - UNDERGROUND C II-V,50. 5.5.1 - LANDFILLS,51. 5.5.1A - RCRA C LANDFILL,52. 5.5.1B - OTHER LANDFILLS,53. 5.5.2 - LAND TREATMENT,54. 5.5.3 - SURFACE IMPNDMNT,55. 5.5.3A - RCRA SURFACE IM,56. 5.5.3B - OTHER SURFACE I,57. 5.5.4 - OTHER DISPOSAL,58. ON-SITE RELEASE TOTAL,59. 6.1 - POTW - TRNS RLSE,60. 6.1 - POTW - TRNS TRT,61. POTW - TOTAL TRANSFERS,62. 6.2 - M10,63. 6.2 - M41,64. 6.2 - M62,65. 6.2 - M40 METAL,66. 6.2 - M61 METAL,67. 6.2 - M71,68. 6.2 - M81,69. 6.2 - M82,70. 6.2 - M72,71. 6.2 - M63,72. 6.2 - M66,73. 6.2 - M67,74. 6.2 - M64,75. 6.2 - M65,76. 6.2 - M73,77. 6.2 - M79,78. 6.2 - M90,79. 6.2 - M94,80. 6.2 - M99,81. OFF-SITE RELEASE TOTAL,82. 6.2 - M20,83. 6.2 - M24,84. 6.2 - M26,85. 6.2 - M28,86. 6.2 - M93,87. OFF-SITE RECYCLED TOTAL,88. 6.2 - M56,89. 6.2 - M92,90. OFF-SITE ENERGY RECOVERY T,91. 6.2 - M40 NON-METAL,92. 6.2 - M50,93. 6.2 - M54,94. 6.2 - M61 NON-METAL,95. 6.2 - M69,96. 6.2 - M95,97. OFF-SITE TREATED TOTAL,98. 6.2 - UNCLASSIFIED,99. 6.2 - TOTAL TRANSFER,100. TOTAL RELEASES,101. 8.1 - RELEASES,102. 8.1A - ON-SITE CONTAINED,103. 8.1B - ON-SITE OTHER,104. 8.1C - OFF-SITE CONTAIN,105. 8.1D - OFF-SITE OTHER R,106. 8.2 - ENERGY RECOVER ON,107. 8.3 - ENERGY RECOVER OF,108. 8.4 - RECYCLING ON SITE,109. 8.5 - RECYCLING OFF SIT,110. 8.6 - TREATMENT ON SITE,111. 8.7 - TREATMENT OFF SITE,112. PRODUCTION WSTE (8.1-8.7),113. 8.8 - ONE-TIME RELEASE,114. PROD_RATIO_OR_ ACTIVITY,115. 8.9 - PRODUCTION RATIO,New Georeferenced Column
2017,84042NVRSL165W4,110064112767,UNIVERSAL INDUSTRIAL SALES INC,1065 W 400 N,LINDON,UTAH,UT,84042,,,40.34435,-111.74224,NA,,NA,false,332,Fabricated Metals,,332812,,1317216014249,MANGANESE,false,7439965,149625,true,TRI,true,1,false,R,Pounds,129,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5648,5648,0,0,0,0,0,0,0,0,0,0,0,5648,129,0,0,129,0,0,0,0,0,5648,0,0,5777,,PRODUCTION,1.49,POINT (-111.74224 40.34435)
2017,84116CHVRN2351N,110000469485,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,2351 NORTH 1100 WEST,SALT LAKE CITY,SALT LAKE,UT,84116,,,40.8249,-111.9238,CHEVRON CORP,1382555,CHEVRON CORP,false,324,Petroleum,,324110,424710,1317216191864,MOLYBDENUM TRIOXIDE,false,1313275,82800,false,TRI,false,2,false,R,Pounds,4.73,7.45,0,0,0,0,0,0,0,0,0,0,0,0,12.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,0,0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,18.16,0,0,12.18,5.98,0,0,0,0,0,0,0,18.16,,PRODUCTION,1,POINT (-111.9238 40.8249)
2016,84116STKRP2080N,110002274501,STAKER & PARSON COS BECK NORTH READY MIX & ASPHALT,2080 N BECK ST,SALT LAKE CITY,SALT LAKE,UT,84116,,,40.81162,-111.91876,CRH AMERICAS INC,37179591,CRH AMERICAS INC,false,327,Nonmetallic Mineral Product,,327320,,1316215354109,POLYCYCLIC AROMATIC COMPOUNDS,false,N590,649749,true,PBT,false,0,true,R,Pounds,0.811,0.554,0,0,0,0,0,0,0,0,0,0,0,0,1.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.365,0,0,1.365,0,0,0,0,0,0,0,0,1.365,,PRODUCTION,1.07,POINT (-111.91876 40.81162)
2016,84016TLTYT1111S,110057506970,UTILITY TRAILER MANUFACTURING,1111 S 1000 W,CLEARFIELD,DAVIS,UT,84015,,,41.1155,-112.034109,UTILITY TRAILER MANUFACTURING CO INC,8286908,UTILITY TRAILER MANUFACTURING CO INC,false,336,Transportation Equipment,,336212,,1316215371206,MANGANESE,false,7439965,149625,true,TRI,true,1,false,R,Pounds,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,73249,0,0,0,73249,0,0,0,0,0,0,0,0,0,0,0,73257,21,0,0,13,8,0,0,0,0,73249,0,0,73270,,PRODUCTION,1.8,POINT (-112.034109 41.1155)
2015,84029NVRCRUSINT,110000607184,ENERGYSOLUTIONS LLC,US INTERSTATE 80 EXIT 49 5 MILES S OF INTERSTATE,GRANTSVILLE,TOOELE,UT,84029,,,40.681111,-113.124722,ENERGYSOLUTIONS LLC,183786607,ENERGYSOLUTIONS LLC,false,562,Hazardous Waste,,562211,,1315214444352,MERCURY COMPOUNDS,false,N458,650028,true,PBT,true,1,false,R,Pounds,0,0,0,0,0,0,0,189.71,140.41,0,0,0,0,0,330.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.12,0,330.12,0,0,0,0,0,0,0,0,0,330.12,,ACTIVITY,0.8,POINT (-113.124722 40.681111)
2015,8410WTSRLG475WE,110046279273,TESORO LOGISTICS-SALT LAKE CITY TERMINAL,475 W 900 N,SALT LAKE CITY,SALT LAKE,UT,84103,,,40.788898,-111.904423,TESORO CORP,8133480,TESORO CORP,false,4247,Petroleum Bulk Terminals,,424710,,1315214315715,N-HEXANE,false,110543,26740,true,TRI,false,0,false,R,Pounds,480,2900,0,0,0,0,0,0,0,0,0,0,0,0,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3380,0,0,3380,0,0,0,0,0,0,0,0,3380,0,PRODUCTION,0.95,POINT (-111.904423 40.788898)
2018,84044HRCLS4950S,110002380254,ATK LAUNCH SYSTEMS-BACCHUS,5000 S 8400 W,MAGNA,SALT LAKE,UT,84044,,,40.668325,-112.091908,NORTHROP GRUMMAN CORP,967356127,NORTHROP GRUMMAN CORP,false,336,Transportation Equipment,,336415,,1318216765077,ALUMINUM (FUME OR DUST),false,7429905,149476,false,TRI,false,4,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6197,0,0,0,0,0,6197,0,0,0,0,0,0,0,0,0,0,20944,0,0,0,0,20944,0,27141,6197,0,0,0,6197,0,0,0,0,0,12394,20944,39535,,ACTIVITY,1.25,POINT (-112.091908 40.668325)
2016,84401PLLSB2780G,110000469868,ARDENT MILLS LLC,2780 G AVE,OGDEN,WEBER,UT,84401,,,41.21483,-111.998186,ARDENT MILLS LLC,32827243,ARDENT MILLS LLC,false,311,Food,,311211,,1316215020215,CHLORINE,false,7782505,154328,true,TRI,false,0,false,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,POINT (-111.998186 41.21483)
2018,8464WFBRTK2762S,110039135389,OWENS CORNING INSULATING SYSTEMS LLC - NEPHI,2762 S. MAIN STREET,NEPHI,JUAB,UT,84648,,,39.66979,-111.84863,OWENS CORNING,796514466,OWENS CORNING,false,327,Nonmetallic Mineral Product,,327993,,1318217427095,LEAD COMPOUNDS,false,N420,650002,true,PBT,true,1,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,20,0,0,0,81,0,0,0,101,,PRODUCTION,1.13,POINT (-111.84863 39.66979)
2016,84056SRFRC7274W,110064299085,US DOD USAF HILL AFB,6044 DOGWOOD AVE,HILL AFB,DAVIS,UT,84056,,,41.127622,-112.02051,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,true,999,Other,,928110,,1316215401098,ETHYLBENZENE,false,100414,19406,true,TRI,false,0,true,R,Pounds,195,471,0,0,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618,0,1618,0,0,0,0,1,1,0,68,68,0,0,0,0,0,0,0,0,1687,2284,0,0,666,0,1618,0,56,0,1,0,0,2341,12,ACTIVITY,1.24,POINT (-112.02051 41.127622)
2015,84116CHVRN2351N,110000469485,CHEVRON PRODUCTS CO - SALT LAKE REFINERY,2351 NORTH 1100 WEST,SALT LAKE CITY,SALT LAKE,UT,84116,,,40.8249,-111.9238,CHEVRON CORP,1382555,CHEVRON CORP,false,324,Petroleum,,324110,424710,1315213907886,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",false,7647010,152231,true,TRI,false,0,false,R,Pounds,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,1400,0,0,0,0,0,0,97000,0,98400,,PRODUCTION,1.15,POINT (-111.9238 40.8249)
2016,84074MXMGNROWLE,110045587352,US MAGNESIUM LLC,12819 N SKULL VALLEY RD,GRANTSVILLE,TOOELE,UT,84029,,,40.915581,-112.734253,THE RENCO GROUP INC,147854152,THE RENCO GROUP INC,false,331,Primary Metals,,331410,,1316215721085,CARBON TETRACHLORIDE,false,56235,2071,true,TRI,false,0,true,R,Pounds,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200868,0,0,0,0,200868,0,200868,46.7,0,0,46.7,0,0,0,0,0,0,200868,200868,401782.7,,PRODUCTION,1.08,POINT (-112.734253 40.915581)
2016,84087PHLLP393SO,110000469136,HOLLYFRONTIER WOODS CROSS REFINING LLC,393 S 800 W,WOODS CROSS,DAVIS,UT,84087,,,40.886022,-111.904759,HOLLYFRONTIER CORP,8965808,HOLLYFRONTIER CORP,false,324,Petroleum,,324110,,1316215820539,HYDROGEN SULFIDE,false,7783064,154518,true,TRI,false,0,false,R,Pounds,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0,0,0,0,0,0,3800000,0,3800000.8,,PRODUCTION,1.17,POINT (-111.904759 40.886022)
2017,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1317216603946,NAPHTHALENE,false,91203,13326,true,TRI,false,0,true,R,Pounds,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.15,0,0,464.64,0,0,464.64,0,0,0,0,7871.45,0,0,0,0,7871.45,0,8336.24,0.35,0,0,0.2,0.15,0,0,0,0,464.64,98596,7871.45,106932.44,,ACTIVITY,1.2,POINT (-112.9681 40.7344)
2016,8466WWNGNT1325W,110011672136,WING ENTERPRISES INC,1198 SPRING CREEK PL,SPRINGVILLE,UTAH,UT,84663,,,40.18762,-111.63537,NA,,NA,false,331,Primary Metals,,331315,,1316215062528,DIISOCYANATES,false,N120,649715,true,TRI,false,0,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,1500,0,1602,102,0,0,0,0,102,0,0,0,0,0,1500,1602,,PRODUCTION,1.88,POINT (-111.63537 40.18762)
2017,84663STFFR815WE,110000470115,NESTLE USA-PREPARED FOODS DIV INC,815 W RAYMOND KLAUCK WAY,SPRINGVILLE,UTAH,UT,84663,,,40.19073,-111.6258,NESTLE USA INC,8256224,NESTLE USA INC,false,311,Food,,311412,,1317216409843,NITRATE COMPOUNDS,false,N511,649616,false,TRI,false,0,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10962.2,98659.8,109622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10962.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98659.8,0,98659.8,10962.2,0,0,0,0,10962.2,0,0,0,0,0,98659.8,109622,,PRODUCTION,1.01,POINT (-111.6258 40.19073)
2016,84660TLFLX1800N,110000842866,KLUNE INDUSTRIES INC,1800 N 300 W,SPANISH FORK,UTAH,UT,84660,,,40.1329,-111.6615,BERKSHIRE HATHAWAY INC,1024314,BERKSHIRE HATHAWAY INC,false,332,Fabricated Metals,,332813,,1316215727393,CHROMIUM,false,7440473,150060,true,TRI,true,1,false,R,Pounds,200,0,5,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,25000,205,0,0,205,0,0,0,0,0,25000,0,0,25205,,PRODUCTION,0.85,POINT (-111.6615 40.1329)
2016,84513PCFCR3MILE,110000600608,PACIFICORP HUNTER PLANT,3 MILES S OF CASTLE DALE ON STATE HIGHTWAY 10,CASTLE DALE,EMERY,UT,84513,,,39.173145,-111.029389,BERKSHIRE HATHAWAY INC,7909013,BERKSHIRE HATHAWAY INC,false,2211,Electric Utilities,,221112,213113,1316215250844,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),false,N090,649475,true,TRI,true,1,false,R,Pounds,30,205,0,0,0,0,0,0,120700,0,0,0,0,0,120935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120935,0,120700,235,0,0,0,0,0,0,0,0,120935,,PRODUCTION,0.85,POINT (-111.029389 39.173145)
2015,84088NTRST9780S,110000469190,INTERSTATE BRICK,9780 S 5200 W,WEST JORDAN,SALT LAKE,UT,84081,,,40.57323,-112.01465,PACIFIC COAST BUILDING PRODUCTS,129071838,PACIFIC COAST BUILDING PRODUCTS,false,327,Nonmetallic Mineral Product,,327120,,1315213988569,BARIUM COMPOUNDS,false,N040,649426,false,TRI,false,3,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PRODUCTION,1.65,POINT (-112.01465 40.57323)
2016,84790WLLSD131EC,110013360736,DEAN FOODS ICE  CREAM,1310 E COMMERCE DR,SAINT GEORGE,WASHINGTON,UT,84790,,,37.03759,-113.55634,DEAN FOODS CO,929182210,DEAN FOODS CO,false,311,Food,,311520,,1316215411392,NITRIC ACID,false,7697372,152686,false,TRI,false,0,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,125,125,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,125,375,0,0,250,125,0,0,0,0,0,16630,125,17130,,,,POINT (-113.55634 37.03759)
2016,84066BJSRV1661W,110015679210,MULTI-CHEM GROUP ROOSEVELT UT FACILITY,1661 W HWY 40,ROOSEVELT,DUCHESNE,UT,84066,,,40.277244,-110.022796,HALLIBURTON ENERGY SERVICES INC,43296920,HALLIBURTON ENERGY SERVICES INC,false,4246,Chemical Wholesalers,,424690,,1316215525522,ETHYLBENZENE,false,100414,19406,true,TRI,false,0,true,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,POINT (-110.022796 40.277244)
2018,84006KNNCT8362W,110009506347,KENNECOTT UTAH COPPER SMELTER & REFINERY,12000 WEST 2100 SOUTH & 11500 W 2100 S,MAGNA,SALT LAKE,UT,84044,,,40.734036,-112.14104,RIO TINTO AMERICA INC,NA,RIO TINTO AMERICA INC,false,331,Primary Metals,,331410,,1318217133976,NICKEL COMPOUNDS,false,N495,650036,true,TRI,true,1,true,R,Pounds,87,139,159,0,0,0,0,0,2,0,0,0,222335,0,222722,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,222740,0,2,222720,0,18,0,0,0,0,0,0,222740,,PRODUCTION,0.93,POINT (-112.14104 40.734036)
2017,84321BCRXX1895N,110020516119,BAICOR,1895 N 600 W,LOGAN,CACHE,UT,84321,,,41.76718,-111.84883,BRANDT CONSOLIDATED INC,25758475,BRANDT CONSOLIDATED INC,false,325,Chemicals,,325314,,1317215891553,NITRATE COMPOUNDS,false,N511,649616,false,TRI,false,0,false,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,POINT (-111.84883 41.76718)
2017,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1317216603896,N-NITROSO-N-ETHYLUREA,false,759739,69245,false,TRI,false,0,true,R,Pounds,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0.03,0,0,0.03,0,0,0,0,0,0,22317,0.05,22317.08,,ACTIVITY,1.2,POINT (-112.9681 40.7344)
2018,84321LNDHL710NO,110012347193,TTM TECHNOLOGIES INC,710 N 600 W,LOGAN,CACHE,UT,84321,,,41.744977,-111.849247,TTM TECHNOLOGIES INC,92280015,TTM TECHNOLOGIES INC,false,334,Computers and Electronic Products,,334412,,1318216989549,LEAD COMPOUNDS,false,N420,650002,true,PBT,true,1,false,R,Pounds,1.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1.8,6,0,6,0,243.88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,251.88,0,1771,0,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,2016.88,253.68,0,0,1.8,5.78,246.1,0,0,0,1771,0,0,2024.68,,ACTIVITY,1.04,POINT (-111.849247 41.744977)
2017,84054BGWST333WE,110000468921,BIG WEST OIL LLC,333 W CENTER ST,NORTH SALT LAKE,DAVIS,UT,84054,,,40.838386,-111.921443,FJ MANAGEMENT INC.,45267002,FJ MANAGEMENT INC,false,324,Petroleum,,324110,,1317215840695,ETHYLENE,false,74851,5090,false,TRI,false,0,false,R,Pounds,276.23,250,0,0,0,0,0,0,0,0,0,0,0,0,526.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.23,0,0,526.23,0,0,2978998,0,0,0,0,0,2979524.23,,PRODUCTION,0.95,POINT (-111.921443 40.838386)
2015,84088NTRST9780S,110000469190,INTERSTATE BRICK,9780 S 5200 W,WEST JORDAN,SALT LAKE,UT,84081,,,40.57323,-112.01465,PACIFIC COAST BUILDING PRODUCTS,129071838,PACIFIC COAST BUILDING PRODUCTS,false,327,Nonmetallic Mineral Product,,327120,,1315213988583,LEAD,false,7439921,149583,true,PBT,true,1,true,R,Pounds,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,11.6,0,0,0,0,0,0,0,0,11.6,,PRODUCTION,1.02,POINT (-112.01465 40.57323)
2015,84770STKRP1843E,110022811885,STAKER & PARSON COS ST GEORGE READY-MIX & ASPHALT,1843 E 4150 S,SAINT GEORGE,WASHINGTON,UT,84790,,,37.037627,-113.544195,CRH AMERICAS INC,37176591,CRH AMERICAS INC,false,324,Petroleum,,324121,,1315213831201,POLYCYCLIC AROMATIC COMPOUNDS,false,N590,649749,true,PBT,false,0,true,R,Pounds,0.186,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0.312,0,0,0,0,0,0,0,0,0.312,,PRODUCTION,1.04,POINT (-113.544195 37.037627)
2016,84321LNDHL710NO,110012347193,TTM TECHNOLOGIES INC,710 N 600 W,LOGAN,CACHE,UT,84321,,,41.744977,-111.849247,TTM TECHNOLOGIES INC,92280015,TTM TECHNOLOGIES INC,false,334,Computers and Electronic Products,,334412,,1316215498686,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",false,7647010,152231,true,TRI,false,0,false,R,Pounds,206,3,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,209,0,0,0,0,0,0,2949,0,3158,,ACTIVITY,1.09,POINT (-111.849247 41.744977)
2015,84624NTRMN850BR,110000470053,INTERMOUNTAIN POWER GENERATING STATION,850 W BRUSH WELLMAN RD,DELTA,MILLARD,UT,84624,,,39.5103,-112.5804,INTERMOUNTAIN POWER AGENCY,69805455,INTERMOUNTAIN POWER AGENCY,false,2211,Electric Utilities,,221112,,1315214231603,AMMONIA,false,7664417,152389,false,TRI,false,0,false,R,Pounds,5,3700,0,0,0,0,0,0,0,0,0,0,250,0,3955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955,0,0,3955,0,0,0,0,0,0,0,0,3955,,PRODUCTION,1.02,POINT (-112.5804 39.5103)
2017,84330MSSTLPOBOX,110024422711,TMS INTERNATIONAL LLC,7285 W 21200 N,PLYMOUTH,BOX ELDER,UT,84330,,,41.893157,-112.201144,TMS INTERNATIONAL CORP,614394299,TMS INTERNATIONAL CORP,false,562,Hazardous Waste,,562920,,1317216173245,LEAD COMPOUNDS,false,N420,650002,true,PBT,true,1,false,R,Pounds,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0.085,0,0,0,0,0,0,0,0,0.085,,PRODUCTION,1.56,POINT (-112.201144 41.893157)
2018,84404MCRPR1625W,110022524222,OLDCASTLE PRECAST INC,1625 WALL AVE,OGDEN,WEBER,UT,84404,,,41.23865,-111.97848,OLDCASTLE INFRASTRUCTURE INC.,37176591,CRH AMERICAS INC,false,327,Nonmetallic Mineral Product,,327390,,1318217576848,MERCURY COMPOUNDS,false,N458,650028,true,PBT,true,1,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,1.1,0,0,1.1,,PRODUCTION,1.5,POINT (-111.97848 41.23865)
2017,84029NVRCRUSINT,110000607184,ENERGYSOLUTIONS LLC,US INTERSTATE 80 EXIT 49 5 MILES S OF INTERSTATE,GRANTSVILLE,TOOELE,UT,84029,,,40.681111,-113.124722,ENERGYSOLUTIONS LLC,183786607,ENERGYSOLUTIONS LLC,false,562,Hazardous Waste,,562211,,1317216219410,NICKEL COMPOUNDS,false,N495,650036,true,TRI,true,1,true,R,Pounds,0,0,0,0,0,0,0,286.89,2734132.69,0,0,0,0,0,2734419.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2734419.58,0,2734419.58,0,0,0,0,0,0,0,0,0,2734419.58,,ACTIVITY,1,POINT (-113.124722 40.681111)
2015,84663MCSPP1295W,110000470106,MACA SUPPLY CO,1415 W SPRING CREEK PL,SPRINGVILLE,UTAH,UT,84663,,,40.18498,-111.63652,NA,,NA,false,331,Primary Metals,,331511,331513,1315213940339,ALUMINUM (FUME OR DUST),false,7429905,149476,false,TRI,false,4,false,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,POINT (-111.63652 40.18498)
